Questions,Category
"Have you ever gone on a picnic?",small_talk_data
"Do you enjoy walking along the beach?",small_talk_data
"What’s your favorite drink to enjoy with friends?",small_talk_data
"Do you like planning get-togethers?",small_talk_data
"Have you ever learned origami?",small_talk_data
"Do you enjoy exploring new cities?",small_talk_data
"Have you ever attended a cultural dance performance?",small_talk_data
"Do you prefer quiet evenings or lively nights out?",small_talk_data
"What’s your favorite thing to watch on TV?",small_talk_data
"Do you enjoy trying international recipes?",small_talk_data
"Have you ever been to a circus?",small_talk_data
"Do you like attending family reunions?",small_talk_data
"What’s your favorite festival or holiday tradition?",small_talk_data
"Do you enjoy writing letters or cards to friends?",small_talk_data
"Have you ever visited a scenic lookout point?",small_talk_data
"Do you prefer reading eBooks or physical books?",small_talk_data
"What’s your favorite way to relax during the weekend?",small_talk_data
"Do you enjoy attending open mic nights?",small_talk_data
"Have you ever explored a cave?",small_talk_data
"What’s your favorite outdoor activity?",small_talk_data
"Do you enjoy volunteering in your community?",small_talk_data
"Have you ever built a gingerbread house?",small_talk_data
"Do you like playing trivia games?",small_talk_data
"Have you ever been on a boat ride?",small_talk_data
"What’s your favorite childhood cartoon?",small_talk_data
"Do you enjoy knitting or crocheting?",small_talk_data
"Have you ever gone horseback riding?",small_talk_data
"What’s your favorite way to enjoy a day off?",small_talk_data
"Do you like celebrating anniversaries?",small_talk_data
"Have you ever taken a guided city tour?",small_talk_data
"What’s your favorite drink to have in the evening?",small_talk_data
"Do you enjoy learning about history?",small_talk_data
"Have you ever hosted a potluck dinner?",small_talk_data
"What’s your favorite type of outdoor game?",small_talk_data
"Do you like attending outdoor movie nights?",small_talk_data
"Have you ever explored a forest trail?",small_talk_data
"What’s your favorite dessert to eat on special occasions?",small_talk_data
"Do you enjoy trying exotic fruits?",small_talk_data
"Have you ever participated in a beach cleanup?",small_talk_data
"Do you like attending live theater plays?",small_talk_data
"What’s your favorite type of salad?",small_talk_data
"Do you enjoy planning weekend getaways?",small_talk_data
"Have you ever built a treehouse?",small_talk_data
"Do you like exploring antique shops?",small_talk_data
"What’s your favorite way to stay active?",small_talk_data
"Do you enjoy capturing sunsets in photos?",small_talk_data
"Have you ever tried making your own jewelry?",small_talk_data
"Do you like spending time in cozy coffee shops?",small_talk_data
"Have you ever participated in a cooking competition?",small_talk_data
"Do you enjoy crafting handmade decorations?",small_talk_data
"What’s your favorite type of street food?",small_talk_data
"Do you like attending book readings or signings?",small_talk_data
"Have you ever gone on a night hike?",small_talk_data
"Do you enjoy hosting outdoor barbecues?",small_talk_data
"Have you ever attended a community theater production?",small_talk_data
"What’s your favorite hot beverage to enjoy in winter?",small_talk_data
"Do you enjoy building sandcastles at the beach?",small_talk_data
"What’s your favorite way to start the day?",small_talk_data
"Do you enjoy going for evening strolls?",small_talk_data
"Have you ever participated in a book swap?",small_talk_data
"Do you prefer traveling by car or plane?",small_talk_data
"What’s your favorite thing to do on a snowy day?",small_talk_data
"Do you enjoy playing outdoor sports?",small_talk_data
"Have you ever visited a vineyard during harvest?",small_talk_data
"Do you like collecting stamps or coins?",small_talk_data
"Have you ever gone to a drive-in movie?",small_talk_data
"What’s your favorite thing about spring?",small_talk_data
"Do you enjoy listening to jazz music?",small_talk_data
"Have you ever tried indoor skydiving?",small_talk_data
"Do you like organizing or decorating events?",small_talk_data
"What’s your favorite type of breakfast pastry?",small_talk_data
"Do you enjoy attending car shows?",small_talk_data
"Have you ever explored a national monument?",small_talk_data
"Do you like solving Sudoku puzzles?",small_talk_data
"Have you ever taken a pottery class?",small_talk_data
"Do you enjoy walking along riversides?",small_talk_data
"What’s your favorite type of hot soup on a cold day?",small_talk_data
"Do you like experimenting with smoothie recipes?",small_talk_data
"Have you ever hosted a trivia night?",small_talk_data
"Do you enjoy attending outdoor markets?",small_talk_data
"What’s your favorite kind of handmade craft?",small_talk_data
"Do you like visiting small villages?",small_talk_data
"Have you ever been on a scenic mountain drive?",small_talk_data
"Do you enjoy attending wine tastings?",small_talk_data
"What’s your favorite type of workout routine?",small_talk_data
"Do you like organizing your home or workspace?",small_talk_data
"Have you ever been to a farm and picked fresh produce?",small_talk_data
"Do you enjoy spending time in a hammock?",small_talk_data
"What’s your favorite way to enjoy a summer evening?",small_talk_data
"Do you like reading short stories?",small_talk_data
"Have you ever tried paddleboarding on a lake?",small_talk_data
"What’s your favorite way to celebrate the holidays?",small_talk_data
"Do you enjoy building snow forts in winter?",small_talk_data
"Have you ever been to a local craft fair?",small_talk_data
"Do you like browsing secondhand bookstores?",small_talk_data
"Have you ever played mini-golf?",small_talk_data
"What’s your favorite type of trail to hike?",small_talk_data
"Do you enjoy watching classic movies?",small_talk_data
"Have you ever participated in a garage sale?",small_talk_data
"What’s your favorite thing about cozy winter days?",small_talk_data
"Do you like exploring food trucks?",small_talk_data
"Have you ever been to a botanical garden?",small_talk_data
"Do you enjoy attending art workshops?",small_talk_data
"Have you ever visited a wildlife rehabilitation center?",small_talk_data
"Do you like trying creative DIY projects?",small_talk_data
"What’s your favorite drink to enjoy during summer?",small_talk_data
"Do you enjoy celebrating family milestones?",small_talk_data
"Have you ever been on a ferry ride?",small_talk_data
"Do you like writing poetry or prose?",small_talk_data
"Have you ever participated in a community bake sale?",small_talk_data
"What’s your favorite flavor of popcorn?",small_talk_data
"Do you enjoy playing with pets outdoors?",small_talk_data
"Have you ever visited a lighthouse during sunset?",small_talk_data
"What’s your favorite indoor activity for rainy days?",small_talk_data
"Do you like spending time in cozy cabins?",small_talk_data
"Have you ever built a birdhouse?",small_talk_data
"Do you enjoy organizing themed dinners?",small_talk_data
"What’s your favorite type of cereal?",small_talk_data
"Do you like playing board games with family?",small_talk_data
"Have you ever tried ziplining through a forest?",small_talk_data
"What’s your favorite local bakery treat?",small_talk_data
"Do you enjoy learning about space and astronomy?",small_talk_data
"Have you ever tried bungee jumping?",small_talk_data
"Do you like going for early morning jogs?",small_talk_data
"What’s your favorite holiday treat?",small_talk_data
"Do you enjoy trying new baking recipes?",small_talk_data
"Have you ever attended a local farmers' market?",small_talk_data
"Do you like spending time in cozy libraries?",small_talk_data
"Have you ever participated in a charity walk?",small_talk_data
"What’s your favorite type of flowers to grow?",small_talk_data
"Do you enjoy decorating your home with plants?",small_talk_data
"Have you ever been to a live dance performance?",small_talk_data
"Do you like exploring new parks or green spaces?",small_talk_data
"What’s your favorite type of jam or jelly?",small_talk_data
"What do you do",small_talk_data
"What do you do",small_talk_data
"What do you do",small_talk_data
"What do you do",small_talk_data
"What is your purpose",small_talk_data
"What is your name",small_talk_data
"How can you help me",small_talk_data
"What do you do",small_talk_data
"What is your purpose",small_talk_data
"What is your name",small_talk_data
"How can you help me",small_talk_data
"What do you do",small_talk_data
"What is your purpose",small_talk_data
"What is your name",small_talk_data
"How can you help me",small_talk_data
"What do you do",small_talk_data
"What is your purpose",small_talk_data
"What is your name",small_talk_data
"How can you help me",small_talk_data
"What do you do",small_talk_data
"What is your purpose",small_talk_data
"What is your name",small_talk_data
"How can you help me",small_talk_data
"what is my name?", small_talk_data
"what is my name?", small_talk_data
"what is my name?", small_talk_data
"what is my name?", small_talk_data
"what is my name?", small_talk_data
"what is my name?", small_talk_data
"what is my name?", small_talk_data
"what is my name?", small_talk_data
"what is my name?", small_talk_data
"What is your favorite movie",small_talk_data
"What is the weather like",small_talk_data
"What is your favorite color",small_talk_data
"Do you like music",small_talk_data
"What kind of music do you like",small_talk_data
"Where are you from",small_talk_data
"Do you have any hobbies",small_talk_data
"What is your favorite food",small_talk_data
"What is your favorite book",small_talk_data
"Do you like sports",small_talk_data
"What is your favorite sport",small_talk_data
"Do you play video games",small_talk_data
"Have you seen any good movies lately",small_talk_data
"Do you like traveling",small_talk_data
"Where would you like to travel",small_talk_data
"Do you have a favorite holiday destination",small_talk_data
"What is your favorite animal",small_talk_data
"Do you have any pets",small_talk_data
"What is your favorite season",small_talk_data
"Do you prefer coffee or tea",small_talk_data
"Are you a morning person or a night owl",small_talk_data
"Do you enjoy cooking",small_talk_data
"What is your favorite holiday",small_talk_data
"Do you enjoy reading",small_talk_data
"What is your dream job",small_talk_data
"Do you believe in luck",small_talk_data
"Do you like art",small_talk_data
"Do you enjoy watching TV shows",small_talk_data
"What is your favorite TV show",small_talk_data
"What is your dream vacation",small_talk_data
"Do you prefer the beach or the mountains",small_talk_data
"What is your favorite childhood memory",small_talk_data
"Do you have a favorite quote",small_talk_data
"Do you like rainy days",small_talk_data
"Do you prefer summer or winter",small_talk_data
"Have you ever tried any adventurous sports",small_talk_data
"What do you like to do on weekends",small_talk_data
"Do you enjoy gardening",small_talk_data
"What is your favorite holiday tradition",small_talk_data
"Do you like stargazing",small_talk_data
"What is your favorite thing to do in your free time",small_talk_data
"Do you believe in destiny",small_talk_data
"What is your favorite kind of dessert",small_talk_data
"Have you ever learned a new language",small_talk_data
"Do you have a favorite childhood game",small_talk_data
"What is the best advice you have received",small_talk_data
"What inspires you the most",small_talk_data
"Do you like solving puzzles",small_talk_data
"Do you enjoy going to museums",small_talk_data
"What is your favorite holiday song",small_talk_data
"Do you like attending concerts",small_talk_data
"What kind of movies do you prefer",small_talk_data
"Do you like exploring new restaurants",small_talk_data
"Have you ever attended a live theater performance",small_talk_data
"What do you think makes a perfect day",small_talk_data
"Do you enjoy photography",small_talk_data
"What is the most interesting place you have visited",small_talk_data
"Do you like keeping a journal",small_talk_data
"Have you ever taken a road trip",small_talk_data
"Do you enjoy crafting or DIY projects",small_talk_data
"Do you have a favorite podcast",small_talk_data
"What kind of activities do you find relaxing",small_talk_data
"Do you enjoy learning new skills",small_talk_data
"Do you have a favorite type of flower",small_talk_data
"What is something that always makes you smile",small_talk_data
"Do you enjoy board games",small_talk_data
"Do you prefer digital books or physical books",small_talk_data
"What is your favorite ice cream flavor",small_talk_data
"Do you prefer sunrise or sunset",small_talk_data
"What is your favorite kind of weather",small_talk_data
"Do you enjoy hiking",small_talk_data
"Have you ever been camping",small_talk_data
"Do you like watching documentaries",small_talk_data
"What is your favorite historical period",small_talk_data
"Do you enjoy painting or drawing",small_talk_data
"What is your favorite type of art",small_talk_data
"Have you ever tried baking",small_talk_data
"What is the most unusual food you’ve tried",small_talk_data
"Do you like watching sports live or on TV",small_talk_data
"What is your favorite memory from school",small_talk_data
"Have you ever attended a festival",small_talk_data
"Do you prefer city life or rural life",small_talk_data
"What is your favorite mode of transportation",small_talk_data
"Do you like amusement parks",small_talk_data
"What is your favorite ride at an amusement park",small_talk_data
"Do you enjoy swimming",small_talk_data
"Have you ever been scuba diving or snorkeling",small_talk_data
"Do you like listening to audiobooks",small_talk_data
"What is the most interesting fact you know",small_talk_data
"Do you enjoy watching the stars",small_talk_data
"Have you ever tried meditation",small_talk_data
"Do you believe in extraterrestrial life",small_talk_data
"Have you ever seen a shooting star",small_talk_data
"Do you like playing card games",small_talk_data
"What is your favorite board game",small_talk_data
"Do you like solving riddles",small_talk_data
"Have you ever been to a zoo",small_talk_data
"Do you enjoy volunteering",small_talk_data
"What is your favorite subject to learn about",small_talk_data
"Do you like keeping up with current events",small_talk_data
"What is your favorite way to spend a rainy day",small_talk_data
"Do you like trying new recipes",small_talk_data
"What is your favorite holiday treat",small_talk_data
"Have you ever been on a cruise",small_talk_data
"Do you like visiting aquariums",small_talk_data
"What is your favorite type of coffee drink",small_talk_data
"Have you ever met someone famous",small_talk_data
"Do you like solving crosswords",small_talk_data
"Have you ever written a poem",small_talk_data
"Do you enjoy watching sunrise or sunset",small_talk_data
"What is the best gift you have ever received",small_talk_data
"Have you ever made a scrapbook",small_talk_data
"Do you like watching animated movies",small_talk_data
"Do you enjoy taking long walks",small_talk_data
"Have you ever tried yoga",small_talk_data
"What is your favorite kind of tea",small_talk_data
"Do you like picnics",small_talk_data
"Do you prefer sweet or savory snacks",small_talk_data
"Do you enjoy visiting historical landmarks",small_talk_data
"Do you like exploring nature trails",small_talk_data
"Have you ever gone whale watching",small_talk_data
"Do you enjoy writing stories",small_talk_data
"What is your favorite childhood cartoon",small_talk_data
"Do you like listening to the rain",small_talk_data
"Have you ever seen a double rainbow",small_talk_data
"Do you enjoy fishing",small_talk_data
"Have you ever been on a hot air balloon ride",small_talk_data
"Do you like going to the theater",small_talk_data
"Have you ever visited a castle",small_talk_data
"Do you like collecting things",small_talk_data
"What is the most beautiful place you have seen",small_talk_data
"Have you ever tried ice skating",small_talk_data
"Do you like playing chess",small_talk_data
"What is your favorite thing about weekends",small_talk_data
"Have you ever built a snowman",small_talk_data
"Do you enjoy visiting libraries",small_talk_data
"Have you ever been on a train journey",small_talk_data
"Do you prefer movies or books",small_talk_data
"What is your favorite holiday activity",small_talk_data
"Have you ever attended a music festival",small_talk_data
"Do you enjoy star-gazing",small_talk_data
"Have you ever gone bird-watching",small_talk_data
"What is your favorite type of soup",small_talk_data
"Do you like listening to live music",small_talk_data
"Have you ever been to a vineyard",small_talk_data
"Do you prefer lakes or oceans",small_talk_data
"Have you ever seen the northern lights",small_talk_data
"Do you enjoy playing trivia games",small_talk_data
"What is your favorite subject in school",small_talk_data
"Do you like experimenting with new hairstyles",small_talk_data
"What is your favorite smoothie flavor",small_talk_data
"Have you ever participated in a marathon",small_talk_data
"Do you enjoy playing musical instruments",small_talk_data
"What is your dream car",small_talk_data
"Have you ever attended a comedy show",small_talk_data
"What is your favorite pizza topping",small_talk_data
"Do you like attending parades",small_talk_data
"Have you ever tried pottery",small_talk_data
"Do you enjoy photography",small_talk_data
"Have you ever tried horse riding",small_talk_data
"What is your favorite flower",small_talk_data
"Do you prefer cats or dogs",small_talk_data
"What is your favorite snack food",small_talk_data
"Do you enjoy watching fireworks",small_talk_data
"Have you ever visited a theme park",small_talk_data
"Do you like watching wildlife documentaries",small_talk_data
"Have you ever baked a cake from scratch",small_talk_data
"Do you like spending time in nature",small_talk_data
"What is your favorite sandwich filling",small_talk_data
"Do you enjoy playing outdoor games",small_talk_data
"What is your favorite holiday memory",small_talk_data
"Have you ever tried knitting or crocheting",small_talk_data
"Do you like exploring new cities",small_talk_data
"Have you ever tried a food challenge",small_talk_data
"What is your favorite type of movie genre",small_talk_data
"Do you enjoy decorating for holidays",small_talk_data
"Have you ever flown in a helicopter",small_talk_data
"Do you like visiting markets",small_talk_data
"What is your favorite type of exercise",small_talk_data
"Do you prefer spicy food or mild food",small_talk_data
"Have you ever stayed in a cabin",small_talk_data
"Do you like making handmade gifts",small_talk_data
"Have you ever been on a safari",small_talk_data
"Do you enjoy making playlists",small_talk_data
"Have you ever been whale watching",small_talk_data
"What is your favorite carnival game",small_talk_data
"Do you enjoy exploring caves",small_talk_data
"Have you ever been ziplining",small_talk_data
"Do you like watching talent shows",small_talk_data
"What is your favorite board game",small_talk_data
"Do you like planting trees",small_talk_data
"Have you ever been to an art gallery",small_talk_data
"Do you enjoy playing arcade games",small_talk_data
"Have you ever visited a lighthouse",small_talk_data
"Do you like shopping for antiques",small_talk_data
"What is your favorite breakfast food",small_talk_data
"Do you like building puzzles",small_talk_data
"Have you ever been to a circus",small_talk_data
"Do you like collecting souvenirs",small_talk_data
"Have you ever painted pottery",small_talk_data
"Do you enjoy trying street food",small_talk_data
"What is your favorite childhood memory",small_talk_data
"Do you like visiting botanical gardens",small_talk_data
"Have you ever gone geocaching",small_talk_data
"Do you like making New Year's resolutions",small_talk_data
"What is your favorite summer activity",small_talk_data
"What day is it today",small_talk_data
"What is the time",small_talk_data
"What time is it",small_talk_data
"What is the day today",small_talk_data
"Hello",small_talk_data
"Hey",small_talk_data
"Hey",small_talk_data
"Hey",small_talk_data
"Hey",small_talk_data
"How are you feeling", small_talk_data
"Hey",small_talk_data
"Hey",small_talk_data
"Hey whatsup",small_talk_data
"whatsup",small_talk_data
"whatsup",small_talk_data
"whatsup",small_talk_data
"whatsup",small_talk_data
"how are you",small_talk_data
